price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
15790,cabrio,2012,manuell,105,golf,70000,1,diesel,volkswagen,0
1350,limousine,1999,manuell,116,vectra,150000,5,benzin,opel,0
2999,suv,2001,manuell,147,cr_reihe,150000,1,benzin,honda,0
19950,kombi,2015,manuell,125,focus,20000,3,benzin,ford,0
1999,limousine,1996,manuell,122,c_klasse,150000,5,benzin,mercedes_benz,0
3950,,2006,manuell,0,focus,100000,1,,ford,
16500,limousine,2011,manuell,265,leon,70000,10,benzin,seat,0
2300,kleinwagen,2008,,67,getz,80000,0,,hyundai,
1900,,2017,manuell,0,freelander,150000,0,diesel,land_rover,0
23000,limousine,2010,manuell,204,5er,90000,5,diesel,bmw,0
1200,kombi,2001,manuell,75,focus,150000,5,benzin,ford,0
34890,limousine,2013,automatik,449,7er,150000,1,benzin,bmw,0
8800,kombi,2007,manuell,163,3er,150000,8,diesel,bmw,0
2300,kombi,1999,automatik,170,c_klasse,150000,0,benzin,mercedes_benz,
280,,2005,automatik,0,slk,50000,0,,mercedes_benz,
4999,kleinwagen,2007,manuell,80,corsa,90000,12,lpg,opel,0
1650,kleinwagen,2001,automatik,90,corsa,150000,3,benzin,opel,0
2350,bus,2005,manuell,116,c_max,125000,3,benzin,ford,0
350,,2016,manuell,60,punto,90000,3,benzin,fiat,1
6950,kombi,2012,manuell,109,i_reihe,30000,1,benzin,hyundai,0
1650,kleinwagen,2002,manuell,75,agila,150000,9,benzin,opel,0
19700,suv,2006,automatik,177,wrangler,70000,7,,jeep,0
2250,kleinwagen,2007,manuell,54,fox,125000,4,benzin,volkswagen,0
990,kleinwagen,2000,manuell,60,micra,150000,9,benzin,nissan,0
60,kleinwagen,1996,manuell,60,golf,150000,10,benzin,volkswagen,
6250,kombi,2005,manuell,150,3er,150000,4,diesel,bmw,0
12800,limousine,2007,manuell,164,5er,150000,11,diesel,bmw,
7150,limousine,2006,manuell,170,golf,150000,6,diesel,volkswagen,0
12490,kombi,2007,manuell,218,5er,150000,4,benzin,bmw,0
3500,kleinwagen,2007,,61,fortwo,70000,11,benzin,smart,0
11500,limousine,2011,automatik,184,5er,125000,1,diesel,bmw,0
3900,kleinwagen,2009,manuell,65,andere,30000,3,benzin,suzuki,0
3499,limousine,2005,manuell,131,andere,150000,3,lpg,chevrolet,0
3500,kombi,2005,manuell,102,octavia,150000,6,benzin,skoda,0
550,kleinwagen,1994,manuell,45,corsa,150000,11,benzin,opel,0
2250,limousine,1995,manuell,88,corolla,150000,3,benzin,toyota,0
4000,bus,2008,manuell,131,transporter,125000,10,diesel,volkswagen,0
1850,kleinwagen,2003,manuell,75,corsa,150000,2,benzin,opel,0
39,,2005,,0,a4,5000,0,,audi,
2590,kleinwagen,2003,manuell,50,lupo,150000,11,benzin,volkswagen,
1650,kleinwagen,1999,manuell,102,golf,150000,6,benzin,volkswagen,
900,kleinwagen,1999,manuell,75,golf,150000,0,benzin,volkswagen,1
1400,,2016,,0,a6,150000,5,diesel,audi,0
95,kleinwagen,2000,manuell,75,golf,150000,0,benzin,volkswagen,
100,limousine,1996,manuell,75,escort,30000,1,benzin,ford,1
5480,kombi,2007,manuell,105,astra,150000,8,benzin,opel,0
3200,coupe,1992,manuell,95,scirocco,125000,9,benzin,volkswagen,0
4990,kleinwagen,2010,manuell,95,fiesta,150000,8,diesel,ford,0
2650,kombi,2002,automatik,179,a6,150000,6,diesel,audi,0
6500,cabrio,2011,manuell,71,fortwo,80000,9,benzin,smart,0
3290,kleinwagen,2005,manuell,75,ibiza,125000,7,benzin,seat,0
2150,cabrio,2000,manuell,75,golf,150000,2,benzin,volkswagen,
0,kleinwagen,2001,manuell,160,,150000,1,benzin,sonstige_autos,1
2500,bus,1991,manuell,77,transporter,150000,7,diesel,volkswagen,0
13995,suv,2006,automatik,272,x_reihe,150000,11,benzin,bmw,0
26900,kombi,2011,automatik,306,5er,150000,5,benzin,bmw,0
500,bus,1999,manuell,103,andere,150000,4,benzin,fiat,0
19500,suv,2008,automatik,224,glk,100000,7,diesel,mercedes_benz,0
500,kleinwagen,2002,manuell,60,punto,150000,12,benzin,fiat,1
1999,kombi,2001,manuell,150,avensis,150000,4,benzin,toyota,0
1299,limousine,1995,manuell,101,a4,150000,7,benzin,audi,0
11300,kombi,2009,manuell,122,golf,70000,9,benzin,volkswagen,0
900,kombi,2001,manuell,126,nubira,125000,6,benzin,daewoo,1
8500,kombi,2006,automatik,163,a4,100000,6,benzin,audi,0
7900,limousine,2011,manuell,109,i_reihe,40000,4,benzin,hyundai,1
7750,cabrio,2002,manuell,170,3er,150000,1,benzin,bmw,0
3900,limousine,2001,manuell,116,c_klasse,150000,3,diesel,mercedes_benz,0
600,kleinwagen,1994,automatik,54,micra,150000,0,benzin,nissan,
1150,limousine,2000,manuell,75,astra,150000,4,benzin,opel,0
10690,limousine,2008,automatik,122,1er,60000,6,benzin,bmw,0
14500,limousine,2011,automatik,136,c_klasse,125000,6,diesel,mercedes_benz,0
27490,limousine,2014,automatik,280,leon,30000,3,benzin,seat,0
6666,kleinwagen,2009,manuell,60,polo,60000,12,benzin,volkswagen,0
1500,limousine,1994,manuell,136,e_klasse,150000,7,benzin,mercedes_benz,0
2850,cabrio,2003,manuell,92,andere,125000,8,benzin,ford,0
3999,,2017,manuell,82,a_klasse,150000,4,benzin,mercedes_benz,
0,,2016,manuell,0,,90000,0,benzin,opel,
1499,kombi,1997,manuell,136,c_klasse,150000,6,benzin,mercedes_benz,0
400,kleinwagen,2002,manuell,60,ka,150000,9,benzin,ford,1
2100,kombi,2004,manuell,136,4_reihe,150000,11,diesel,peugeot,
19500,cabrio,2009,manuell,192,cooper,60000,4,benzin,mini,0
2650,kombi,2005,manuell,69,agila,150000,12,diesel,opel,0
6990,limousine,2004,manuell,170,5er,150000,5,benzin,bmw,0
8000,kleinwagen,2006,manuell,170,cooper,100000,4,benzin,mini,0
1000,kleinwagen,1999,automatik,0,a_klasse,150000,9,benzin,mercedes_benz,
11450,limousine,2008,automatik,200,golf,80000,2,benzin,volkswagen,0
10900,kleinwagen,2012,automatik,99,yaris,10000,4,benzin,toyota,0
4900,limousine,2007,manuell,101,focus,80000,6,benzin,ford,0
990,,2005,,105,147,150000,0,benzin,alfa_romeo,1
1190,kleinwagen,2001,manuell,58,corsa,150000,11,benzin,opel,0
16499,limousine,2006,automatik,224,e_klasse,125000,12,diesel,mercedes_benz,0
1400,limousine,2000,manuell,101,golf,150000,2,benzin,volkswagen,0
900,,2005,manuell,0,berlingo,150000,0,benzin,citroen,
850,kleinwagen,2001,manuell,50,polo,150000,6,benzin,volkswagen,0
14499,kombi,2011,automatik,184,3er,150000,3,diesel,bmw,0
1200,coupe,1989,manuell,101,3er,150000,7,benzin,bmw,1
14999,bus,1971,manuell,50,transporter,90000,12,benzin,volkswagen,0
14790,kombi,2011,manuell,143,a4,125000,11,diesel,audi,0
19000,kleinwagen,2012,automatik,111,cooper,40000,8,diesel,mini,0
12450,limousine,2005,automatik,224,a6,125000,1,diesel,audi,0
700,,2000,,0,,150000,0,,sonstige_autos,
750,kleinwagen,2000,,0,andere,150000,0,benzin,citroen,0
19900,kombi,2012,manuell,140,golf,50000,12,diesel,volkswagen,0
2999,coupe,2001,automatik,163,cl,150000,3,benzin,mercedes_benz,0
950,limousine,1999,manuell,102,a_klasse,150000,1,benzin,mercedes_benz,
3950,kleinwagen,2008,manuell,75,i_reihe,125000,7,diesel,hyundai,0
8500,limousine,2012,manuell,0,polo,90000,8,benzin,volkswagen,0
3500,kombi,2002,automatik,131,golf,150000,10,diesel,volkswagen,0
1800,coupe,1995,manuell,90,golf,150000,3,diesel,volkswagen,0
14199,limousine,2007,automatik,179,a6,150000,12,diesel,audi,0
11400,suv,2010,manuell,160,yeti,70000,1,benzin,skoda,0
9800,limousine,2008,manuell,200,golf,150000,4,benzin,volkswagen,0
4900,cabrio,2001,manuell,170,3er,150000,3,benzin,bmw,0
1777,kombi,1997,automatik,129,e_klasse,150000,7,diesel,mercedes_benz,0
900,,2016,manuell,43,corsa,150000,6,,opel,1
350,kleinwagen,2001,manuell,55,cuore,125000,6,,daihatsu,
8900,bus,2000,manuell,102,transporter,150000,8,diesel,volkswagen,
21000,kombi,2012,automatik,143,a4,125000,11,diesel,audi,0
5950,kombi,2004,automatik,140,a3,150000,11,diesel,audi,0
19200,cabrio,2007,manuell,218,3er,40000,6,benzin,bmw,0
0,,2016,,0,a4,150000,9,benzin,audi,0
11900,kombi,2012,automatik,173,laguna,90000,5,diesel,renault,0
2800,,2016,automatik,61,fortwo,100000,5,benzin,smart,0
3200,andere,2000,automatik,5,,40000,9,diesel,sonstige_autos,0
1450,kombi,2002,manuell,84,astra,150000,9,benzin,opel,0
9500,limousine,2010,manuell,116,1er,100000,11,diesel,bmw,0
24900,kombi,2011,automatik,260,insignia,30000,12,benzin,opel,0
17990,suv,2013,manuell,110,tiguan,50000,1,diesel,volkswagen,0
2300,andere,2004,manuell,59,kangoo,150000,5,benzin,renault,0
8499,kombi,2008,manuell,140,passat,150000,11,diesel,volkswagen,0
5200,bus,2005,automatik,140,touran,150000,5,diesel,volkswagen,0
1800,,2017,manuell,0,,150000,0,diesel,citroen,
1200,,2017,manuell,101,golf,150000,0,benzin,volkswagen,1
16900,kombi,2012,manuell,140,passat,90000,5,diesel,volkswagen,0
1700,cabrio,2002,manuell,147,astra,150000,5,benzin,opel,0
4180,limousine,2003,manuell,75,golf,125000,8,benzin,volkswagen,0
6900,kleinwagen,2013,manuell,87,corsa,50000,12,benzin,opel,0
4100,kombi,2004,automatik,163,a6,150000,11,diesel,audi,
4650,kombi,2002,manuell,131,a4,150000,4,benzin,audi,0
699,,2017,manuell,54,golf,150000,12,benzin,volkswagen,1
1200,kleinwagen,2001,manuell,75,polo,150000,9,diesel,volkswagen,0
5700,kleinwagen,2003,manuell,75,a2,80000,5,benzin,audi,0
6500,kombi,2006,manuell,224,a6,150000,2,diesel,audi,0
599,kombi,1998,manuell,101,vectra,150000,9,benzin,opel,0
2999,kombi,2004,manuell,101,golf,150000,4,diesel,volkswagen,0
2400,bus,2002,manuell,75,yaris,150000,9,diesel,toyota,0
9500,kombi,2010,automatik,140,golf,150000,1,diesel,volkswagen,
24900,cabrio,1984,automatik,0,sl,150000,0,,mercedes_benz,
1355,,2016,automatik,300,a8,150000,11,,audi,
1,kleinwagen,1999,manuell,105,golf,150000,0,benzin,volkswagen,1
519,kleinwagen,1995,manuell,45,corsa,125000,4,benzin,opel,0
1800,limousine,2005,,0,3_reihe,150000,10,diesel,peugeot,
10500,suv,2009,manuell,150,tiguan,125000,11,benzin,volkswagen,0
14500,kombi,2008,automatik,179,a6,150000,10,diesel,audi,0
4500,,2007,,0,fox,5000,0,,volkswagen,
699,limousine,1993,automatik,300,,150000,7,benzin,sonstige_autos,0
4000,,2000,,170,,150000,7,benzin,bmw,
800,,2016,manuell,101,a3,150000,4,,audi,1
1590,limousine,2000,manuell,125,a4,150000,9,benzin,audi,0
9900,limousine,2005,automatik,131,a4,60000,7,benzin,audi,0
500,limousine,1988,manuell,0,601,150000,4,benzin,trabant,1
1599,coupe,1999,automatik,200,accord,150000,4,lpg,honda,
37900,coupe,2011,automatik,265,andere,40000,9,benzin,porsche,0
4500,kombi,2003,manuell,150,passat,150000,2,benzin,volkswagen,0
1190,limousine,1996,manuell,102,3er,150000,6,benzin,bmw,
1250,kleinwagen,2002,manuell,75,corsa,150000,4,benzin,opel,1
5000,kombi,2007,automatik,180,a4,150000,6,diesel,audi,0
6500,bus,2005,manuell,131,transporter,150000,12,diesel,volkswagen,0
2400,kombi,2007,manuell,130,megane,150000,12,diesel,renault,0
6999,kombi,2005,manuell,225,a6,150000,11,diesel,audi,
0,limousine,1997,manuell,220,,150000,10,,bmw,0
5199,kombi,2007,manuell,105,octavia,150000,10,diesel,skoda,1
1599,kombi,1996,manuell,90,primera,150000,11,benzin,nissan,0
31500,cabrio,2010,manuell,256,boxster,50000,5,benzin,porsche,0
4700,kombi,2002,manuell,142,c_klasse,125000,11,benzin,mercedes_benz,
3600,kombi,2003,manuell,97,corolla,80000,9,benzin,toyota,0
12660,cabrio,2009,manuell,102,a3,150000,6,benzin,audi,0
1499,limousine,1999,manuell,170,5er,150000,3,benzin,bmw,1
1300,coupe,1996,manuell,0,polo,125000,0,,volkswagen,
17500,kombi,2008,automatik,185,v70,100000,8,diesel,volvo,0
4999,limousine,2006,manuell,140,golf,150000,11,diesel,volkswagen,0
700,kombi,1994,,0,astra,150000,0,benzin,opel,
3800,suv,2002,manuell,124,andere,150000,6,benzin,mazda,0
6990,cabrio,2001,manuell,179,tt,150000,6,benzin,audi,0
5499,bus,2005,manuell,109,b_klasse,150000,10,diesel,mercedes_benz,0
12500,bus,2005,manuell,174,transporter,150000,12,diesel,volkswagen,0
5800,cabrio,2007,automatik,84,fortwo,60000,9,benzin,smart,0
8900,limousine,2010,manuell,116,astra,70000,4,benzin,opel,0
4350,limousine,2006,manuell,170,e_klasse,150000,7,diesel,mercedes_benz,1
13500,coupe,2007,automatik,218,3er,150000,1,benzin,bmw,0
1000,kleinwagen,2003,,75,2_reihe,125000,8,benzin,peugeot,1
900,,2000,manuell,65,,150000,9,,opel,0
1200,limousine,2001,manuell,54,corsa,150000,9,benzin,opel,
1000,kombi,2000,automatik,211,omega,150000,1,benzin,opel,0
2150,bus,2005,manuell,101,meriva,150000,3,benzin,opel,0
6999,,2005,manuell,155,mondeo,150000,12,,ford,0
200,,2000,,0,twingo,150000,0,,renault,
11450,coupe,2008,automatik,170,cc,150000,11,diesel,volkswagen,0
6200,limousine,2010,manuell,125,c5,150000,6,benzin,citroen,0
250,limousine,1994,manuell,0,,150000,0,benzin,volkswagen,1
500,,2016,manuell,50,polo,150000,7,,volkswagen,
3800,cabrio,2005,manuell,125,tigra,125000,12,benzin,opel,0
15000,cabrio,2009,automatik,179,c_reihe,100000,3,diesel,volvo,0
1650,limousine,1999,manuell,125,,150000,4,,bmw,0
23399,,2018,manuell,306,3er,40000,12,benzin,bmw,
4450,kleinwagen,2009,manuell,69,ka,70000,9,benzin,ford,0
2500,kombi,2003,manuell,163,a6,150000,4,diesel,audi,
1299,kleinwagen,2002,manuell,60,1_reihe,150000,7,benzin,peugeot,0
1700,coupe,1987,manuell,136,e_klasse,5000,0,,mercedes_benz,0
1499,kleinwagen,1997,manuell,60,polo,150000,9,benzin,volkswagen,0
2300,cabrio,2004,manuell,90,ka,100000,5,benzin,ford,0
5700,limousine,2005,manuell,129,3er,5000,0,benzin,bmw,0
2500,bus,1998,manuell,75,transporter,150000,6,diesel,volkswagen,1
20000,,2011,automatik,275,,5000,2,,1guar,0
1350,kleinwagen,1998,automatik,40,fortwo,100000,10,benzin,smart,0
690,,2016,manuell,60,andere,150000,12,,suzuki,
1800,kombi,2000,automatik,150,a4,150000,6,diesel,audi,
19500,suv,2011,automatik,140,tiguan,40000,6,diesel,volkswagen,0
0,bus,2004,manuell,109,andere,125000,0,diesel,peugeot,
4000,bus,2003,,0,,150000,0,,ford,
1550,limousine,1999,manuell,116,beetle,150000,12,benzin,volkswagen,0
1150,kleinwagen,1999,automatik,54,fortwo,150000,5,benzin,smart,1
4499,limousine,2006,manuell,105,golf,150000,10,diesel,volkswagen,1
10300,kombi,2010,manuell,105,golf,150000,9,diesel,volkswagen,0
2750,bus,2007,manuell,69,roomster,150000,3,benzin,skoda,0
400,kombi,1999,manuell,60,polo,150000,5,benzin,volkswagen,0
18850,suv,2011,automatik,0,m_klasse,80000,5,diesel,mercedes_benz,1
5300,kombi,2007,manuell,140,octavia,150000,4,diesel,skoda,0
1600,kleinwagen,2001,manuell,0,lupo,5000,5,benzin,volkswagen,
8500,cabrio,2006,manuell,90,one,100000,3,benzin,mini,0
350,kombi,2001,manuell,140,156,150000,5,benzin,alfa_romeo,1
1249,kleinwagen,1997,manuell,50,polo,100000,8,benzin,volkswagen,0
180,kleinwagen,1995,manuell,65,andere,125000,1,benzin,skoda,
899,kombi,2002,manuell,75,2_reihe,150000,9,benzin,peugeot,0
2800,kombi,2004,manuell,0,vectra,150000,11,benzin,opel,
18000,kleinwagen,2011,automatik,111,cooper,70000,5,diesel,mini,0
2800,kleinwagen,2005,manuell,64,forfour,100000,6,benzin,smart,0
5000,limousine,2008,manuell,150,vectra,150000,3,diesel,opel,0
15900,cabrio,2003,automatik,0,sl,150000,6,benzin,mercedes_benz,0
0,,2000,,0,corsa,150000,2,,opel,
2800,kombi,2005,,0,touran,150000,3,diesel,volkswagen,0
2500,bus,2006,manuell,95,andere,150000,2,benzin,suzuki,0
14499,coupe,2010,manuell,184,3er,150000,3,diesel,bmw,0
1150,limousine,2000,manuell,101,golf,150000,3,benzin,volkswagen,1
0,limousine,2001,manuell,100,andere,150000,8,benzin,mitsubishi,1
21590,cabrio,2012,manuell,184,cooper,40000,6,benzin,mini,0
2200,,2017,automatik,0,,70000,9,,nissan,0
800,kleinwagen,1997,manuell,125,a3,150000,0,benzin,audi,
1200,kombi,2000,manuell,144,omega,150000,12,benzin,opel,1
3800,limousine,2003,automatik,140,primera,150000,9,benzin,nissan,0
2750,kleinwagen,2004,automatik,82,a_klasse,150000,1,benzin,mercedes_benz,0
4444,coupe,1994,automatik,148,,5000,7,benzin,sonstige_autos,0
190,,2005,,0,seicento,150000,0,,fiat,
6999,kleinwagen,2009,manuell,86,fabia,80000,9,benzin,skoda,0
0,kombi,2005,,0,caddy,100000,0,diesel,volkswagen,0
3450,limousine,2004,manuell,105,leon,150000,9,benzin,seat,0
500,,2016,manuell,50,lupo,125000,10,,volkswagen,
18900,bus,2011,manuell,102,transporter,100000,1,diesel,volkswagen,0
800,,2016,manuell,0,,150000,0,,peugeot,
3500,limousine,2004,manuell,90,golf,150000,6,benzin,volkswagen,0
1500,kleinwagen,2002,manuell,58,corsa,150000,9,benzin,opel,0
4999,limousine,2006,manuell,116,1er,150000,12,benzin,bmw,0
4799,kombi,2010,manuell,110,laguna,150000,5,diesel,renault,0
18250,limousine,2012,manuell,250,focus,60000,10,benzin,ford,0
3450,,2017,manuell,90,golf,150000,12,diesel,volkswagen,
929,kleinwagen,2000,automatik,54,fortwo,150000,7,benzin,smart,0
800,kleinwagen,1995,manuell,55,polo,150000,12,benzin,volkswagen,0
2500,limousine,2004,manuell,116,3er,150000,6,,bmw,0
2450,andere,2001,manuell,110,leon,150000,11,diesel,seat,0
780,limousine,1998,manuell,75,golf,150000,3,benzin,volkswagen,0
8499,coupe,2004,automatik,170,clk,150000,3,diesel,mercedes_benz,0
6150,limousine,2005,manuell,150,3er,150000,8,benzin,bmw,0
3200,kombi,1989,manuell,113,andere,150000,9,benzin,volvo,0
700,kleinwagen,1999,,70,astra,150000,2,,opel,0
8000,suv,2004,automatik,0,x_reihe,150000,6,diesel,bmw,
800,kleinwagen,2001,manuell,75,corsa,150000,12,diesel,opel,
1950,kleinwagen,2009,manuell,52,matiz,100000,5,benzin,chevrolet,0
0,,2016,manuell,128,andere,150000,11,,citroen,0
2700,coupe,1990,automatik,136,andere,150000,1,benzin,mercedes_benz,0
3350,kombi,2004,automatik,177,5er,150000,6,diesel,bmw,1
10200,limousine,2008,manuell,140,cc,150000,8,diesel,volkswagen,0
2300,kleinwagen,2002,,64,,150000,0,benzin,volkswagen,0
11999,limousine,2006,automatik,200,golf,125000,7,benzin,volkswagen,0
450,kombi,1999,manuell,90,andere,150000,7,diesel,peugeot,1
5200,kombi,2007,manuell,125,focus,150000,11,benzin,ford,0
7900,,2017,manuell,0,a4,150000,9,diesel,audi,0
550,kleinwagen,1999,manuell,75,ibiza,150000,1,benzin,seat,
1600,kleinwagen,1990,manuell,54,golf,150000,6,benzin,volkswagen,0
7990,limousine,2010,manuell,101,focus,60000,2,benzin,ford,
3700,kombi,2004,automatik,150,passat,150000,1,benzin,volkswagen,0
1450,limousine,1999,manuell,75,golf,150000,6,benzin,volkswagen,0
5600,kleinwagen,2008,manuell,86,ibiza,125000,10,benzin,seat,0
1200,limousine,1993,manuell,174,golf,150000,0,,volkswagen,1
450,limousine,1993,manuell,75,golf,150000,7,benzin,volkswagen,0
3000,kleinwagen,2002,manuell,54,polo,100000,11,benzin,volkswagen,0
29750,bus,2015,manuell,155,andere,30000,4,diesel,ford,0
8000,bus,2012,manuell,114,vivaro,100000,6,diesel,opel,0
7500,kleinwagen,2013,manuell,0,,40000,0,benzin,hyundai,
2800,limousine,2006,manuell,105,golf,150000,5,diesel,volkswagen,
14500,kombi,2012,manuell,170,octavia,100000,2,diesel,skoda,0
750,kombi,1996,manuell,101,golf,125000,3,benzin,volkswagen,
6500,kleinwagen,2004,manuell,131,polo,125000,3,diesel,volkswagen,0
0,,2016,manuell,130,c_klasse,150000,0,,mercedes_benz,
13500,limousine,2004,automatik,333,7er,150000,9,benzin,bmw,0
1399,kleinwagen,1999,manuell,75,2_reihe,125000,6,benzin,peugeot,0
5400,limousine,2008,manuell,97,auris,40000,4,benzin,toyota,0
7000,limousine,2008,automatik,124,auris,70000,1,benzin,toyota,0
7999,limousine,2006,automatik,224,e_klasse,150000,8,diesel,mercedes_benz,0
3750,suv,2002,manuell,124,andere,150000,4,benzin,mazda,0
0,kombi,1964,,0,andere,10000,0,,trabant,
2900,kleinwagen,2004,,60,,150000,0,,fiat,
2650,kombi,2002,automatik,193,5er,150000,4,diesel,bmw,0
1899,limousine,1997,automatik,143,7er,150000,11,diesel,bmw,0
3390,cabrio,2004,manuell,135,megane,125000,12,benzin,renault,0
6200,cabrio,2008,manuell,120,2_reihe,70000,3,benzin,peugeot,0
4800,kombi,2004,manuell,105,zafira,150000,10,,opel,0
2500,limousine,1996,manuell,136,mondeo,150000,7,benzin,ford,1
9850,coupe,1984,automatik,179,andere,150000,9,benzin,mercedes_benz,0
8500,cabrio,2004,manuell,193,beetle,100000,7,benzin,volkswagen,0
3200,kleinwagen,2009,manuell,64,clio,125000,10,diesel,renault,0
2900,coupe,2001,manuell,129,c_klasse,150000,1,benzin,mercedes_benz,0
990,,2000,,0,3er,150000,0,,bmw,
4550,kleinwagen,2008,manuell,90,corsa,150000,5,diesel,opel,0
7800,kombi,2002,manuell,150,a4,125000,1,benzin,audi,0
15200,kombi,2008,automatik,177,5er,125000,5,diesel,bmw,0
16800,coupe,2011,manuell,177,1er,70000,7,diesel,bmw,0
7850,kombi,2005,manuell,190,e_klasse,150000,10,diesel,mercedes_benz,
950,kleinwagen,1998,manuell,50,polo,150000,0,,volkswagen,
3299,coupe,1997,automatik,200,andere,100000,9,benzin,nissan,1
0,,2006,,0,,5000,0,,hyundai,
12500,andere,1975,manuell,24,,5000,1,benzin,sonstige_autos,0
4650,kleinwagen,2006,manuell,102,leon,125000,6,benzin,seat,0
21990,kombi,2011,automatik,184,5er,150000,12,diesel,bmw,0
1200,limousine,1999,manuell,75,golf,150000,5,benzin,volkswagen,0
2900,limousine,2002,automatik,0,e_klasse,150000,3,benzin,mercedes_benz,0
14800,cabrio,2006,manuell,170,3er,60000,1,benzin,bmw,0
1000,kombi,2000,manuell,115,focus,150000,11,benzin,ford,
3990,andere,2007,manuell,75,andere,150000,8,diesel,peugeot,0
1400,cabrio,2003,,41,fortwo,150000,3,diesel,smart,1
3950,kleinwagen,2004,manuell,116,a_klasse,90000,0,benzin,mercedes_benz,
0,suv,2006,manuell,0,navara,150000,12,diesel,nissan,0
150,kleinwagen,1995,manuell,60,corsa,125000,9,benzin,opel,1
2500,bus,2003,manuell,150,carnival,100000,2,benzin,kia,0
